product_a_id,product_b_id,score,decision,name_a,name_b,brand_a,brand_b,retailer_a,retailer_b,price_a,price_b,dimension_a,dimension_b,explanation
2701,3908,0.7241,no_merge,Base Time Wise 3D Beige W160,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),mary kay,mary kay,amazon_br,amazon_br,7400,7090,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; shade_match:bege; pack_missing_one_side; category_exact; price_close
1741,1742,0.7239,no_merge,Buddemeyer Jogo de Toalhas Florentina Banho Azul 4 peças,Buddemeyer Jogo de toalhas Florentina Banho Amarelo 4 peças,buddemeyer,buddemeyer,amazon_br,amazon_br,22990,14990,,,brand_match:buddemeyer; title_high:0.95; model_match:f42185200031120423; pack_match:4; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant
1048,1969,0.7237,no_merge,"Escova Secadora Mondial, Grey Rose Keratin, 110V - ES-11","MONDIAL Escova Secadora Keratin, Bivolt, 1200W, Grafite/Golden Rose - ES-11-BI",mondial,mondial,amazon_br,amazon_br,20990,12302,,,brand_match:mondial; title_medium:0.89; model_match:1200w; color_match:rose; shade_match:grafite; pack_match:11; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size
3831,3834,0.7237,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W100),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige C110),mary kay,mary kay,amazon_br,amazon_br,6390,7500,30ml,30ml,brand_match:mary kay; title_high:0.90; model_match:3d; size_ambiguous; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
172,3978,0.7237,no_merge,Base Time Wise 3D Ivory N160,Base liquida matte Timewise® 3D Mary kay - 30ml (Ivory W130),mary kay,mary kay,amazon_br,amazon_br,6984,7500,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; shade_match:ivory; pack_missing_one_side; category_exact; price_close
3329,3978,0.7236,no_merge,Base Time Wise 3D Ivory N140,Base liquida matte Timewise® 3D Mary kay - 30ml (Ivory W130),mary kay,mary kay,amazon_br,amazon_br,7500,7500,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; shade_match:ivory; pack_missing_one_side; category_exact; price_close
3323,3978,0.7234,no_merge,Base Time Wise 3D Ivory C110,Base liquida matte Timewise® 3D Mary kay - 30ml (Ivory W130),mary kay,mary kay,amazon_br,amazon_br,7500,7500,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; shade_match:ivory; pack_missing_one_side; category_exact; price_close
3472,4119,0.7228,no_merge,Contém 1g Delineador Líquido Para Olhos (Liquid Liner) Quase Preto - Submerso 3Ml,Contém 1g Delineador Líquido Para Olhos Glitter (Liquid Liner) - Interestelar 3ml,contém 1 g,contém 1 g,amazon_br,amazon_br,5028,3790,3ml,3ml,brand_match:contem 1 g; title_medium:0.84; model_match:3d; size_ambiguous; pack_match:4; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
2638,3329,0.7227,no_merge,Base Time Wise 3D Beige W180,Base Time Wise 3D Ivory N140,mary kay,mary kay,amazon_br,amazon_br,7000,7500,,,brand_match:mary kay; title_medium:0.79; model_match:3d; pack_missing_one_side; category_exact; price_close; penalty:clearly_incompatible_size
2927,3642,0.7226,no_merge,VULT MEGA BASE COR V270 26ML,VULT MEGA BASE COR V150 26ML,vult,vult,amazon_br,amazon_br,1889,2977,26ml,26ml,brand_match:vult; title_high:0.93; model_match:5hse; size_ambiguous; pack_missing_one_side; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
1259,1260,0.7221,no_merge,Toalha de Rosto 100% Algodão 045x075 cm Teka Comfort,Toalha de Rosto 100% Algodão 045x075 cm Teka Comfort,teka,teka,amazon_br,amazon_br,1959,1998,,,"brand_match:teka; title_high:1.00; model_match:045x075,110oc,60oc; size_ambiguous; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant"
2885,2927,0.7221,no_merge,VULT MEGA BASE COR V180 26ML,VULT MEGA BASE COR V270 26ML,vult,vult,amazon_br,amazon_br,2690,1889,26ml,26ml,brand_match:vult; title_high:0.93; model_match:5hse; size_ambiguous; pack_missing_one_side; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
1218,1256,0.722,no_merge,"Kit Toalhas De Rosto, 3 Pe�as, Medalh�o, Corttex, Algod�o, Jacquard, Alta Absor��o, 450g/m� - Altihaus (Rosa)","Kit Toalhas De Rosto, 3 Pe�as, Medalh�o, Corttex, Algod�o, Jacquard, Alta Absor��o, 450g/m� - Altihaus (Bege)",altihaus,altihaus,amazon_br,amazon_br,9900,7497,450g,450g,"brand_match:altihaus; title_high:0.97; model_match:50cm,70c,70cm; size_ambiguous; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant"
1774,1775,0.722,no_merge,Papi Textil Toalha De Banho Soft Papi Friends C/Capuz Bord. 90Cm X 75Cm Contem 01 Un,Papi Textil Toalha De Banho Papi Soft C/Capuz Bord 90Cm X 75Cm Contem 01 Un,papi desde 1974,papi desde 1974,amazon_br,amazon_br,6450,4408,,,"brand_match:papi desde 1974; title_high:1.00; model_match:75cm,90c,90cm; size_match:75000ml; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant"
810,3337,0.7219,no_merge,Vult Pó Compacto Facial Médio Claro Cor 2 FPS 90 Vult 6g,Vult Pó Compacto Facial Médio Cor 3 FPS 90 6g,vult,vult,amazon_br,amazon_br,8399,9899,6g,6g,brand_match:vult; title_high:0.98; model_missing_one_side; size_match:6g; category_exact
1748,1775,0.7217,no_merge,Papi Textil Toalha De Banho Soft Papi Friends C/Capuz Bord. 90Cm X 75Cm Contem 01 Un,Papi Textil Toalha De Banho Papi Soft C/Capuz Bord 90Cm X 75Cm Contem 01 Un,papi desde 1974,papi desde 1974,amazon_br,amazon_br,6176,4408,,,"brand_match:papi desde 1974; title_high:1.00; model_match:75cm,90c,90cm; size_match:75000ml; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant"
1224,1232,0.7217,no_merge,Toalha de Rosto 100% Algodão Teka Solare,Toalha de Rosto 100% Algodão Teka Solare Murano,teka,teka,amazon_br,amazon_br,2616,2616,,,"brand_match:teka; title_high:1.00; model_match:110oc,60oc,80c; size_ambiguous; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant"
3518,3978,0.7215,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W180),Base liquida matte Timewise® 3D Mary kay - 30ml (Ivory W130),mary kay,mary kay,amazon_br,amazon_br,7484,7500,30ml,30ml,brand_match:mary kay; title_high:0.91; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3240,3920,0.7215,no_merge,Lápis De Sobrancelha 2X1 Dark Mood HB5213 Ruby Rose,Lápis De Sobrancelha 2X1 Light Mood HB5181 Ruby Rose,ruby rose,ruby rose,amazon_br,amazon_br,1934,2090,,,brand_match:ruby rose; title_medium:0.87; model_match:2x1; size_match:20g; color_match:rose; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
88,90,0.7212,no_merge,Hbl6000 1 Batom Satin Lip Luxe Ll10 Ruby Rose,Hbl6000 3 Batom Satin Lip Luxe Ll30 Ruby Rose,ruby rose,ruby rose,amazon_br,amazon_br,1232,1369,,,brand_match:ruby rose; title_high:0.96; model_match:hbl6000; color_match:rose; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant
2701,3065,0.7211,no_merge,Base Time Wise 3D Beige W160,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W160),mary kay,mary kay,amazon_br,amazon_br,7400,7990,,30ml,"brand_match:mary kay; title_medium:0.78; model_match:3d,w160; size_ambiguous; category_exact; price_close; penalty:clearly_incompatible_variant"
1665,1676,0.721,no_merge,Marco Boni Esponja De Nylon Para Banho 30 Gr 6023 Cores Sortidas 1 Unidade,"Pack Esponja Para Banho Nylon 30 Gr, 8387, Marco Boni, Cores Sortidas, 2 Unidades, Marco Boni",florence,florence,amazon_br,amazon_br,,,30gr,30gr,brand_match:florence; title_high:0.90; model_match:30gr; shade_match:sortida; pack_missing_one_side; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size
1033,1090,0.7206,no_merge,"Kit Prancha Chapinha Alisadora + Modelador de Cachos Profissional Spiral + Escova Secadora Alisadora com Tecnologia Íon – Alisa, Modela, Seca e Dá Brilho – Uso Doméstico e Profissional 110v",Kit Prancha Chapinha Nano Titanium + Secador Profissional Potente + Modelador De Cachos Spiral Voltagem 110v,titanium liss cosméticos,titanium liss cosméticos,amazon_br,amazon_br,24999,27999,,,brand_match:titanium liss cosmeticos; title_medium:0.77; model_match:110v; size_missing_both; pack_match:20; category_exact; price_close; penalty:conflicting_global_identifier
1974,2023,0.7205,no_merge,GA.MA ITALY Secador de Cabelo Gama Lichia Ceramic Ion 2100W 127V,GA.MA Italy Secador Gama Eleganza Plus Ceramic Ion - 2100W - 220V Nac,ga.ma italy professional,ga.ma italy professional,amazon_br,amazon_br,15190,14300,,,"brand_match:ga ma italy professional; title_medium:0.79; model_match:100w,2100w; size_match:641g; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant"
2444,4041,0.7204,no_merge,Melu Pó Facial Compacto RR8531 C10,Pó Facial Compacto Melu RR8536 E160 RubyRose,ruby rose,ruby rose,amazon_br,amazon_br,1473,1913,,,brand_match:ruby rose; title_medium:0.82; model_match:rr853; size_ambiguous; color_match:rose; shade_match:colorido; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3978,4035,0.7203,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Ivory W130),Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W120),mary kay,mary kay,amazon_br,amazon_br,7500,7500,30ml,30ml,brand_match:mary kay; title_high:0.90; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
1299,1312,0.7196,no_merge,Toalha de Rosto 100% Algodão Teka Nice Hibiscos,"Toalha de Rosto 100% Algodão Fio Binado,Teka Âmbar Organic.",teka,teka,amazon_br,amazon_br,1989,3461,,,"brand_match:teka; title_medium:0.82; model_match:110oc,60oc; size_match:45000ml; pack_match:45; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant"
3978,4012,0.7195,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Ivory W130),Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W110),mary kay,mary kay,amazon_br,amazon_br,7500,7500,30ml,30ml,brand_match:mary kay; title_high:0.90; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
82,2740,0.7195,no_merge,SIRGAWAIN Sos Lábios Lip Balm Vitaminado 3 5Gr Top Beauty Top Beauty,Top Beauty Sos Lábios Esfoliante Labial 3 5Gr Top Beauty,top beauty,top beauty,amazon_br,amazon_br,2181,455,5gr,5gr,brand_match:top beauty; title_medium:0.75; model_match:5gr; size_missing_one_side; color_match:branco; shade_match:branco; pack_missing_one_side
1723,1742,0.7192,no_merge,Buddemeyer Jogo de Toalhas Dalia Extra Soft Banho Rosa 4 peças,Buddemeyer Jogo de toalhas Florentina Banho Amarelo 4 peças,buddemeyer,buddemeyer,amazon_br,amazon_br,14100,14990,,,brand_match:buddemeyer; title_medium:0.81; model_match:135c; size_match:70000ml; pack_match:4; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
1016,1065,0.7191,no_merge,"Escova Secadora, Mondial, Preto/Golden Rose, 1200W, 110V - ES-14","Escova Secadora Argan, Mondial, Preto/Golden Rose, 1200W, Bivolt - ES-14-BI",mondial,mondial,amazon_br,amazon_br,17000,17535,,,"brand_match:mondial; title_high:0.95; model_match:1200w,200w; color_match:black; shade_match:preto; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant"
3804,4035,0.7189,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W120),mary kay,mary kay,amazon_br,amazon_br,7990,7500,30ml,30ml,brand_match:mary kay; title_high:0.90; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
2958,3673,0.7189,no_merge,Rk By Kiss 3D Paleta Contour Artist Pó Médium Dark,Ruby Kisses 3D Paleta Contour Artist Pó Rk By Kiss Light Médium,ruby kisses,ruby kisses,amazon_br,amazon_br,6834,4390,,,brand_match:ruby kisses; title_high:0.95; model_match:3d; size_ambiguous; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
925,930,0.7187,no_merge,Escova Secadora Britânia BEC02PR Bivolt 4 em 1 1300W,Escova Secadora Britânia Soft 4 em 1 1300W BEC07R Bivolt,britânia,britânia,amazon_br,amazon_br,8009,8990,,,brand_match:britania; title_high:0.93; model_match:1300w; size_missing_one_side; shade_match:rosa; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
3908,4035,0.7185,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W120),mary kay,mary kay,amazon_br,amazon_br,7090,7500,30ml,30ml,brand_match:mary kay; title_high:0.90; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
1014,1035,0.7175,no_merge,"MONDIAL Escova Rotativa Infinity Keratin, Vermelho, 1000W, 220V - ER-11-KR",Escova Secadora Rotativa Mondial Red Infinity Keratin 3 em 1 1000W Cabo 360° ER-11 220V,mondial,mondial,amazon_br,amazon_br,17780,16300,,,"brand_match:mondial; title_high:0.90; model_match:000w,1000w,220v; color_match:red; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant"
965,1001,0.7173,no_merge,"MONDIAL Escova Secadora By Juliette, Azul/Rosa, 1200W, Bivolt - ES-JU-03",MONDIAL Escova Secadora Mondial Golden Rose 1200W Bivolt - Es-Ju-01,mondial,mondial,amazon_br,amazon_br,14900,16799,,,"brand_match:mondial; title_medium:0.85; model_match:1200w,127v,220v; size_match:550g; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant"
3804,4012,0.7173,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W110),mary kay,mary kay,amazon_br,amazon_br,7990,7500,30ml,30ml,brand_match:mary kay; title_high:0.90; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3908,4012,0.7172,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W110),mary kay,mary kay,amazon_br,amazon_br,7090,7500,30ml,30ml,brand_match:mary kay; title_high:0.90; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
989,1008,0.7172,no_merge,"MONDIAL Escova Secadora, Verde, 1200W, Bivolt - ES-JU-02","Escova Secadora, Mondial, Golden Rose, 1200W, Bivolt - ES-02-BI",mondial,mondial,amazon_br,amazon_br,15990,11305,,,"brand_match:mondial; title_high:0.90; model_match:1200w,127v,220v; size_match:550g; pack_match:5; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant"
3978,4039,0.7168,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Ivory W130),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N190),mary kay,mary kay,amazon_br,amazon_br,7500,7000,30ml,30ml,brand_match:mary kay; title_medium:0.89; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3147,4196,0.7166,no_merge,"Batom Matte Dry Lip Top Beauty 3, 5Gr Cor 02, Top Beauty","Batom Tradicional Top Beauty 3, 5Gr Cor 17, Top Beauty",top beauty,top beauty,amazon_br,amazon_br,1170,1170,5gr,5gr,brand_match:top beauty; title_medium:0.78; model_match:5gr; size_match:25g; pack_match:9; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
1298,1301,0.7163,no_merge,Karsten Toalha De Rosto Magna - Branco 48 x 80 Q,KARSTEN - Toalha - ROSTO LUMINA,karsten,karsten,amazon_br,amazon_br,3300,3584,,,brand_match:karsten; title_medium:0.85; model_match:60oc; size_ambiguous; pack_match:48; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
172,3914,0.7161,no_merge,Base Time Wise 3D Ivory N160,Base Time Wise 3D Beige C120,mary kay,mary kay,amazon_br,amazon_br,6984,7500,,,brand_match:mary kay; title_medium:0.79; model_match:3d; size_match:40g; category_exact; price_close; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
3834,3978,0.7159,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige C110),Base liquida matte Timewise® 3D Mary kay - 30ml (Ivory W130),mary kay,mary kay,amazon_br,amazon_br,7500,7500,30ml,30ml,brand_match:mary kay; title_medium:0.89; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
1216,1301,0.7156,no_merge,Karsten Toalha De Rosto Hera - Branco 48 x 80 Q,KARSTEN - Toalha - ROSTO LUMINA,karsten,karsten,amazon_br,amazon_br,3418,3584,,,brand_match:karsten; title_medium:0.85; model_match:60oc; size_ambiguous; pack_match:48; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3080,3329,0.7149,no_merge,BASE TIME WISE 3D MARY KAY (bege n190),Base Time Wise 3D Ivory N140,mary kay,mary kay,amazon_br,amazon_br,7500,7500,,,brand_match:mary kay; title_medium:0.76; model_match:3d; size_ambiguous; category_exact; price_close; penalty:clearly_incompatible_variant
2982,4008,0.7145,no_merge,Eudora Soul Turbo 7.0 Ultra Resistente Máscara Cílios 10g,Eudora Soul Máscara de Cílios Turbo Super Star 10g,eudora,eudora,amazon_br,amazon_br,,4690,10g,10g,brand_match:eudora; title_medium:0.84; model_match:10x; size_ambiguous; pack_missing_one_side; category_exact; penalty:conflicting_global_identifier
989,1012,0.7143,no_merge,"MONDIAL Escova Secadora, Verde, 1200W, Bivolt - ES-JU-02","Escova Secadora InfraRed, Mondial, Azul/Golden Rose, 1200W, Bivolt - ES-01-IR",mondial,mondial,amazon_br,amazon_br,15990,15990,,,"brand_match:mondial; title_medium:0.87; model_match:1200w,127v,220v; size_match:550g; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant"
2833,3080,0.7143,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N150),BASE TIME WISE 3D MARY KAY (bege n190),mary kay,mary kay,amazon_br,amazon_br,7500,7500,30ml,,brand_match:mary kay; model_match:3d; size_ambiguous; category_exact; price_close; penalty:clearly_incompatible_variant
172,3080,0.7142,no_merge,Base Time Wise 3D Ivory N160,BASE TIME WISE 3D MARY KAY (bege n190),mary kay,mary kay,amazon_br,amazon_br,6984,7500,,,brand_match:mary kay; title_medium:0.76; model_match:3d; size_ambiguous; category_exact; price_close; penalty:clearly_incompatible_variant
3234,3370,0.7141,no_merge,Bruna Tavares Bt Powder 10,Bruna Tavares Bt Powder 30,bruna tavares,bruna tavares,amazon_br,amazon_br,6111,6590,,,brand_match:bruna tavares; title_high:0.96; model_missing_one_side; size_missing_one_side; category_exact; price_close
3831,4199,0.714,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W100),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W100),mary kay,mary kay,amazon_br,amazon_br,6390,7500,30ml,30ml,"brand_match:mary kay; title_high:0.94; model_match:3d,w100; size_ambiguous; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant"
1339,1945,0.7139,no_merge,"Neutrogena Hidratante Corporal Body Care Intensive Hidrata & Suaviza, 400ml","Neutrogena Hidratante Corporal Body Care Hidrata&Repara, 400ml",neutrogena,neutrogena,amazon_br,amazon_br,2199,2649,400ml,400ml,brand_match:neutrogena; title_high:0.94; model_missing_one_side; size_ambiguous; pack_match:8
2750,4171,0.7139,no_merge,"Eudora Glam Duo Clinical Batom Vermelho Imprescindível 3,5g","Eudora Glam Batom Líquido Duo Clinical Canela Sublime 3,5g",eudora,eudora,amazon_br,amazon_br,5170,3099,,,brand_match:eudora; title_medium:0.75; model_match:8x; size_ambiguous; category_exact; penalty:clearly_incompatible_variant
2861,2987,0.7138,no_merge,VULT MEGA BASE COR V200 26ML,VULT MEGA BASE COR V120 26ML,vult,vult,amazon_br,amazon_br,2590,2366,26ml,26ml,brand_match:vult; title_high:0.96; model_match:5hse; size_ambiguous; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
3724,3986,0.7137,no_merge,MELU - AQUA TINTA BEIJO TROPICAL MADE IN LARANJA COM ACEROLA RRL6602-3,MELU - AQUA TINTA BEIJO TROPICAL MADE IN DOCE TANGERINA RRL6602-2,melu,melu,amazon_br,amazon_br,2250,2130,,,brand_match:melu; title_medium:0.84; model_match:rrl6602; size_match:20g; color_match:rose; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
2885,2987,0.7135,no_merge,VULT MEGA BASE COR V180 26ML,VULT MEGA BASE COR V120 26ML,vult,vult,amazon_br,amazon_br,2690,2366,26ml,26ml,brand_match:vult; title_high:0.96; model_match:5hse; size_ambiguous; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
925,991,0.7134,no_merge,Escova Secadora Britânia BEC02PR Bivolt 4 em 1 1300W,Escova Secadora Britânia BES26SR 4 em 1 1300W Bivolt,britânia,britânia,amazon_br,amazon_br,8009,11818,,,brand_match:britania; title_high:0.94; model_match:1300w; size_missing_one_side; pack_match:5; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
1009,1046,0.7131,no_merge,Escova Secadora Black Gold Argan Mondial ES-15 ESCOVA SECADORA ES-15 BIVOLT .,Escova Secadora Titanium Pro Mondial ES-28 ESCOVA SECADORA ES-28 BIVOLT .,mondial,mondial,amazon_br,amazon_br,15890,18990,,,brand_match:mondial; title_medium:0.80; model_match:300w; size_match:5g; pack_match:5; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3281,4603,0.7125,no_merge,Gloss Labial Emotion Disney 100 Bruna Tavares 5g,BRUNA TAVARES DISNEY 100 GLOSS LABIAL CELEBRATION,bruna tavares,bruna tavares,amazon_br,amazon_br,4890,3999,5g,,brand_match:bruna tavares; title_medium:0.89; model_missing_one_side; size_match:5g; category_exact
1684,3530,0.7124,no_merge,"Ponjita, 3M, Esponja Para Banho, Dupla Face Com Fibra Natural - 1 Unidade, Branca","Ponjita, 3M, Esponja Facial Suave, Branca",3m do brasil,3m do brasil,amazon_br,amazon_br,1599,779,,,brand_match:3m do brasil; title_medium:0.79; model_match:3m; size_match:20g; color_match:branca; shade_match:branca; penalty:conflicting_global_identifier
2638,3908,0.7115,no_merge,Base Time Wise 3D Beige W180,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),mary kay,mary kay,amazon_br,amazon_br,7000,7090,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; category_exact; price_close
1009,1065,0.7112,no_merge,Escova Secadora Black Gold Argan Mondial ES-15 ESCOVA SECADORA ES-15 BIVOLT .,"Escova Secadora Argan, Mondial, Preto/Golden Rose, 1200W, Bivolt - ES-14-BI",mondial,mondial,amazon_br,amazon_br,15890,17535,,,"brand_match:mondial; title_medium:0.85; model_match:127v,200w,220v; color_match:black; shade_match:preto; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant"
1647,3381,0.711,no_merge,Blush Batom Sombra 3X1 Darling RR11002 Melu,Blush Batom Sombra 3X1 Honey RR11001 Melu,melu,melu,amazon_br,amazon_br,1462,1698,,,brand_match:melu; title_medium:0.86; model_match:3x1; size_match:20g; color_match:rose; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
1008,1113,0.7108,no_merge,"Escova Secadora, Mondial, Golden Rose, 1200W, Bivolt - ES-02-BI","Escova Secadora, Mondial, Golden Rose, 1200W, 220V - ES-02",mondial,mondial,amazon_br,amazon_br,11305,19700,,,"brand_match:mondial; title_high:0.95; model_match:1200w,200w,220v; color_match:rose; shade_match:golden; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant"
2283,3389,0.7108,no_merge,Vult Máscara de Cílios Extreme Bombastic 10g,Vult Volume Up! Máscara de Cílios 10g,vult,vult,amazon_br,amazon_br,3752,4050,10g,10g,brand_match:vult; title_medium:0.84; model_missing_one_side; size_match:10g; color_match:preto; shade_match:preto; pack_missing_one_side; category_exact; price_close
2638,3804,0.7107,no_merge,Base Time Wise 3D Beige W180,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),mary kay,mary kay,amazon_br,amazon_br,7000,7990,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; category_exact; price_close
90,116,0.7101,no_merge,Hbl6000 3 Batom Satin Lip Luxe Ll30 Ruby Rose,Hbl6000 4 Batom Satin Lip Luxe Ll40 Ruby Rose,ruby rose,ruby rose,amazon_br,amazon_br,1369,,,,brand_match:ruby rose; title_high:0.96; model_match:hbl6000; color_match:rose; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant
90,138,0.71,no_merge,Hbl6000 3 Batom Satin Lip Luxe Ll30 Ruby Rose,Hbl6000 2 Batom Satin Lip Luxe Ll20 Ruby Rose,ruby rose,ruby rose,amazon_br,amazon_br,1369,,,,brand_match:ruby rose; title_high:0.96; model_match:hbl6000; color_match:rose; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant
3804,3978,0.7099,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),Base liquida matte Timewise® 3D Mary kay - 30ml (Ivory W130),mary kay,mary kay,amazon_br,amazon_br,7990,7500,30ml,30ml,brand_match:mary kay; title_medium:0.89; model_match:3d; size_ambiguous; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3281,4595,0.7098,no_merge,Gloss Labial Emotion Disney 100 Bruna Tavares 5g,BRUNA TAVARES DISNEY 100 GLOSS LABIAL HOLLYWOOD,bruna tavares,bruna tavares,amazon_br,amazon_br,4890,3765,5g,,brand_match:bruna tavares; title_medium:0.88; model_missing_one_side; size_match:5g; category_exact
