source_id,dedupe_id,retailer,name_raw,brand_raw,price_cents,sku,dimension,canonical_name,canonical_brand,cluster_confidence,decision,explanation
88,prod_b37f6ddcefad,amazon_br,Hbl6000 1 Batom Satin Lip Luxe Ll10 Ruby Rose,ruby rose,1232,B0F3QDXRZV,,Hbl6000 1 Batom Satin Lip Luxe Ll10 Ruby Rose,ruby rose,1.0,singleton,
89,prod_16b06bd9b738,amazon_br,Estee Lauder Pleasures for Men 3.4 oz EDC Spray,estee lauder,36290,B000A3AEO4,3.4oz,Estee Lauder Pleasures for Men 3.4 oz EDC Spray,estee lauder,1.0,singleton,
90,prod_2d0c8af807ef,amazon_br,Hbl6000 3 Batom Satin Lip Luxe Ll30 Ruby Rose,ruby rose,1369,B0F3PYHCB5,,Hbl6000 3 Batom Satin Lip Luxe Ll30 Ruby Rose,ruby rose,1.0,singleton,
2294,prod_0cccfeabe70a,amazon_br,Payot Batom Hidratante Payot Rosa Chá,payot,,B0CCGYGQMY,,Payot Batom Hidratante Payot Rosa Chá,payot,1.0,singleton,
91,prod_4cd66dfabbd9,amazon_br,Kit Amend Shampoo + Máscara + Leave-in Cuidados Loiros Luxe Creations,amend,15674,B0DX3S12KY,,Kit Amend Shampoo + Máscara + Leave-in Cuidados Loiros Luxe Creations,amend,1.0,singleton,
92,prod_8ee51caaa2c2,amazon_br,Kit Sabonete Líquido Lux Refil Botanicals Rosas Framcesas 200ml 6 Unidades,genérico,4794,B0C2ZVD8TP,200ml,Kit Sabonete Líquido Lux Refil Botanicals Rosas Framcesas 200ml 6 Unidades,genérico,1.0,singleton,
93,prod_08a35293e09f,amazon_br,"ECOTOOLS Pincel de maquiagem Luxe Flawless Foundation para maquiagem líquida, pincel de maquiagem com base de cobertura total, ecológico, rosa, luxuoso e glamouroso, 1 contagem",ecotools,6373,B09PC949VB,,"ECOTOOLS Pincel de maquiagem Luxe Flawless Foundation para maquiagem líquida, pincel de maquiagem com base de cobertura total, ecológico, rosa, luxuoso e glamouroso, 1 contagem",ecotools,1.0,singleton,
94,prod_215bb47da8fa,amazon_br,Génifique Creme Anti-Rugas 50ml,lancôme,58478,B002M8YFJK,50ml,Génifique Creme Anti-Rugas 50ml,lancôme,1.0,singleton,
95,prod_8e63fd3e7779,amazon_br,Enfeites de cabeça de beleza meninas barroco DIY decoração de unhas diamante beleza cabeça pérola luxo manicure (6),"weibo-us, weibo-us",421,B0FMJRRH4P,,Enfeites de cabeça de beleza meninas barroco DIY decoração de unhas diamante beleza cabeça pérola luxo manicure (6),"weibo-us, weibo-us",1.0,singleton,
96,prod_6fb84aed32fa,amazon_br,Perfume Montanne Beauty Flower Luxe Edp 100ml,mont’anne parfums,13950,B08K3TKZGB,100ml,Perfume Montanne Beauty Flower Luxe Edp 100ml,mont’anne parfums,1.0,singleton,
97,prod_812ed4562d32,amazon_br,Tiara de Cabelo Veludo Liso Preto Luxo Fina Importada,genérico,4999,B0F472Z64L,,Tiara de Cabelo Veludo Liso Preto Luxo Fina Importada,genérico,1.0,singleton,
98,prod_31bd9b9f5f7b,amazon_br,Lux Sabonete Botanicals Buque de Jasmim 85gr,lux(ラックス),249,B07H1196LW,85gr,Lux Sabonete Botanicals Buque de Jasmim 85gr,lux(ラックス),1.0,singleton,
99,prod_9a79be611e02,amazon_br,"Reconstrutor Capilar Overnight Amend Luxe Creations Extreme Repair, 180ml, Recupera Os Fios Mantendo-os Hidratados, Fortes, Brilhantes E Disciplinados",amend,,B09NLLFDKN,180ml,"Reconstrutor Capilar Overnight Amend Luxe Creations Extreme Repair, 180ml, Recupera Os Fios Mantendo-os Hidratados, Fortes, Brilhantes E Disciplinados",amend,1.0,singleton,
100,prod_310b86e0b62b,amazon_br,NATURAL Sabonete com Argila Branca e Óleo de Rosa Mosqueta - Base Vegetal - Hidratação - Antioxidante e Calmante - Uniformiza o Tom da Pele - Vegano - 80g,suavetex,990,B0CPC8WDCW,80g,NATURAL Sabonete com Argila Branca e Óleo de Rosa Mosqueta - Base Vegetal - Hidratação - Antioxidante e Calmante - Uniformiza o Tom da Pele - Vegano - 80g,suavetex,1.0,singleton,
66929,prod_aa34efa543d4,mercadolivre,Haus Labs By Lady Gaga Color Fuse Talc-free Powder Blush,Haus Labs,66870,,,Haus Labs By Lady Gaga Color Fuse Talc-free Powder Blush,Haus Labs,1.0,singleton,
101,prod_dbc0f0048544,amazon_br,Palmolive Sabonete Líquido Naturals Suavidade Delicada 200Ml,palmolive,659,B07DG3H6RH,200ml,Palmolive Sabonete Líquido Naturals Suavidade Delicada 200Ml,palmolive,1.0,singleton,
102,prod_c8306ae139ac,amazon_br,"Caudalie Água de Beleza, Bruma Facial Multifuncional Água de Beleza, Tamanho Viagem - 100 mL",caudalie,22724,B000HEENHU,100ml,"Caudalie Água de Beleza, Bruma Facial Multifuncional Água de Beleza, Tamanho Viagem - 100 mL",caudalie,1.0,singleton,
103,prod_934385f53d1b,amazon_br,Caudalie Máscara Detox Instantâneo - 75 mL,caudalie,18164,B0CZTXZYKN,75ml,Caudalie Máscara Detox Instantâneo - 75 mL,caudalie,1.0,singleton,
104,prod_78a8efcbaaa1,amazon_br,"Kit feminino de viagem de emergência de casamento, 45 itens essenciais para noivas, dama de honra, conjunto de estilo de beleza diário tudo-em-um com pincéis de maquiagem (Bianca Luxe)",ark survivor,23049,B0FDWYMKLN,,"Kit feminino de viagem de emergência de casamento, 45 itens essenciais para noivas, dama de honra, conjunto de estilo de beleza diário tudo-em-um com pincéis de maquiagem (Bianca Luxe)",ark survivor,1.0,singleton,
105,prod_e114c448f4ab,amazon_br,Iluminador Lux Mari Maria,mari maria makeup,4361,B0F48ZTQJG,,Iluminador Lux Mari Maria,mari maria makeup,1.0,singleton,
106,prod_7224f997fc14,amazon_br,Kit 08 Toalhas de Rosto Dubai Com Barras Douradas 45x70cm 100% Algodão (Azul Escuro),"toalha show, toalha show",6990,B0D31TX9S8,,Kit 08 Toalhas de Rosto Dubai Com Barras Douradas 45x70cm 100% Algodão (Azul Escuro),"toalha show, toalha show",1.0,singleton,
107,prod_524e05dc7723,amazon_br,Lux Sabonete em Barra de Glicerina Botanicals Orquídea Negra 125g,lux(ラックス),,B0F6DFQFC1,125g,Lux Sabonete em Barra de Glicerina Botanicals Orquídea Negra 125g,lux(ラックス),1.0,singleton,
108,prod_17503a6b2326,amazon_br,"Manteiga de Cacau Laby FPS 8 Luxo com 1 Unidade de 3,3g",laby,,B07MDYW1N6,,"Manteiga de Cacau Laby FPS 8 Luxo com 1 Unidade de 3,3g",laby,1.0,singleton,
109,prod_a1422e6a1686,amazon_br,Condicionador Amend Luxe Creations Regenerative Care 250ml,amend,5218,B07KYV5M4N,250ml,Condicionador Amend Luxe Creations Regenerative Care 250ml,amend,1.0,singleton,
115,prod_efa6e44dfa01,amazon_br,"Marilu Kit com 3 Pentes Luxo, Pack com Pente Espetaculo, Super Pente, Pente Onda Largo, Todos os Tipos de Cabelo",marilu,2306,B0DK3LMT5T,,"Marilu Kit com 3 Pentes Luxo, Pack com Pente Espetaculo, Super Pente, Pente Onda Largo, Todos os Tipos de Cabelo",marilu,1.0,singleton,
18040,prod_cd938c4ff0e8,sephora,Sombra mono reflets ombre à paupières,Clarins,,,,Sombra mono reflets ombre à paupières,Clarins,1.0,singleton,
110,prod_5e796e48332a,amazon_br,"Sabonete Líquido para As Mãos Botanicals Essências do Brasil Dama-Da-Noite, Lux, 300 Ml Multicolorido",lux(ラックス),,B09XDWCDQP,300ml,"Sabonete Líquido para As Mãos Botanicals Essências do Brasil Dama-Da-Noite, Lux, 300 Ml Multicolorido",lux(ラックス),1.0,singleton,
111,prod_6216f8a75fd5,amazon_br,"Revlon Base Liquida, Revlon",revlon,8900,B00VX6U97E,,"Revlon Base Liquida, Revlon",revlon,1.0,singleton,
112,prod_601ca99d55f0,amazon_br,Lux Sabonete em Barra Botanicals Rosas Francesas 85g,lux(ラックス),,B07H15RGJ1,85g,Lux Sabonete em Barra Botanicals Rosas Francesas 85g,lux(ラックス),1.0,singleton,
113,prod_e993215bfdaa,amazon_br,"Sabonete em Barra Uso Diário 85G Orquídea Negra Unit, Lux Suave",lux(ラックス),,B07H1NPWRG,85g,"Sabonete em Barra Uso Diário 85G Orquídea Negra Unit, Lux Suave",lux(ラックス),1.0,singleton,
114,prod_ecb7937db58e,amazon_br,Leave-in Amend Luxe Creations Extreme Repair 180ml,amend,,B09M6K97QS,180ml,Leave-in Amend Luxe Creations Extreme Repair 180ml,amend,1.0,singleton,
66930,prod_0585292b1b30,mercadolivre,Haus Lab By Lady Gaga Color Fuse Glassy Clove Glassy Clove,Haus Labs,47990,,,Haus Lab By Lady Gaga Color Fuse Glassy Clove Glassy Clove,Haus Labs,1.0,singleton,
116,prod_683e725c03a8,amazon_br,Hbl6000 4 Batom Satin Lip Luxe Ll40 Ruby Rose,ruby rose,,B0F3Q88XSL,,Hbl6000 4 Batom Satin Lip Luxe Ll40 Ruby Rose,ruby rose,1.0,singleton,
117,prod_d0e2dbb0bac1,amazon_br,Kit 2x Piranha Prendedor De Cabelo Metal Piranha Presilha Metal Prata Luxo Vintage Feminina Elegante Mulheres Menina,genérico,2790,B0FHDZXW7K,,Kit 2x Piranha Prendedor De Cabelo Metal Piranha Presilha Metal Prata Luxo Vintage Feminina Elegante Mulheres Menina,genérico,1.0,singleton,
118,prod_12f0de3dc76e,amazon_br,"Porta-pincel de maquiagem de luxo giratório 360graus com tampa, organizador de cosméticos, batom, lápis de sobrancelha, porta-lápis, caixa de armazenamento de sombra para os olhos (Branco)",zaoduvzad,9599,B0C6D72D51,,"Porta-pincel de maquiagem de luxo giratório 360graus com tampa, organizador de cosméticos, batom, lápis de sobrancelha, porta-lápis, caixa de armazenamento de sombra para os olhos (Branco)",zaoduvzad,1.0,singleton,
119,prod_a2e33d344f27,amazon_br,"Santa Clara, Espátula para creme, Luxo, Média, Suporta 180º, 25 unidades, Cor sortida",santa clara manufatura e cosméticos ltda,,B089XKDJL6,,"Santa Clara, Espátula para creme, Luxo, Média, Suporta 180º, 25 unidades, Cor sortida",santa clara manufatura e cosméticos ltda,1.0,singleton,
120,prod_775bc5c30e27,amazon_br,O BOTICARIO BOTICA 214 PEONIA E APRICOT EAU DE PARFUM 75ml,o boticario,18990,B0BG98X25W,75ml,O BOTICARIO BOTICA 214 PEONIA E APRICOT EAU DE PARFUM 75ml,o boticario,1.0,singleton,
4326,prod_6e60bad310fd,amazon_br,Gloss Labial Brilho Intenso Venus,by karen bachini,4590,B0CCPRLDL4,,Gloss Labial Brilho Intenso Venus,by karen bachini,1.0,singleton,
121,prod_8bd7954c40c1,amazon_br,"Organizador de Maquiagem Luxo com Tampa Transparente | Design Premium, Alta Capacidade, Estrutura Durável em ABS | Compartimentos Inteligentes para Cosméticos e Skincare (Verde)",genérico,23900,B0G367YZ7K,,"Organizador de Maquiagem Luxo com Tampa Transparente | Design Premium, Alta Capacidade, Estrutura Durável em ABS | Compartimentos Inteligentes para Cosméticos e Skincare (Verde)",genérico,1.0,singleton,
122,prod_05a8ea5382b9,amazon_br,"BS-MALL Conjunto de pincéis de maquiagem 14 peças com estojo - pincel de base, corretivo, pincel de blush e aplicação impecável - Kit completo de pincéis cosméticos de luxo para viagens e uso diário",bs-mall,15168,B0FF9C3TC6,,"BS-MALL Conjunto de pincéis de maquiagem 14 peças com estojo - pincel de base, corretivo, pincel de blush e aplicação impecável - Kit completo de pincéis cosméticos de luxo para viagens e uso diário",bs-mall,1.0,singleton,
123,prod_40bd00156308,amazon_br,Escova Raquete Com Cerdas De Javali e Nylon Vazada Profissional(Preto),lux hair,2390,B0FKNBW661,,Escova Raquete Com Cerdas De Javali e Nylon Vazada Profissional(Preto),lux hair,1.0,singleton,
124,prod_f38cfe2e2fac,amazon_br,Kit Piranha Presilha Prendedor Pregadeira de Cabelo Flor Bbb Maxi Praia Havaina Acessório Luxo Estilo Flores Brilho Moderna (Lilás e Rosa),genérico,2970,B0CZ7MNWLN,,Kit Piranha Presilha Prendedor Pregadeira de Cabelo Flor Bbb Maxi Praia Havaina Acessório Luxo Estilo Flores Brilho Moderna (Lilás e Rosa),genérico,1.0,singleton,
130,prod_2a7541babb57,amazon_br,Kit Amend Luxe Creations Extreme Repair XII | 3 produtos,amend,15469,B0CNTYK477,,Kit Amend Luxe Creations Extreme Repair XII | 3 produtos,amend,1.0,singleton,
125,prod_0ca9277f91e4,amazon_br,Kit 3 Peças Piranha Prendedor De Cabelo Luxo Dafne,genérico,3990,B0BLDZSZJP,,Kit 3 Peças Piranha Prendedor De Cabelo Luxo Dafne,genérico,1.0,singleton,
126,prod_114d4eefde1d,amazon_br,Paleta de sombras de maquiagem Viseart Paris Petit Pro Luxe (Deux),miette,,B07HDNRR6S,,Paleta de sombras de maquiagem Viseart Paris Petit Pro Luxe (Deux),miette,1.0,singleton,
127,prod_008451a05e1e,amazon_br,"Espelho de Maquiagem LED com Base Organizadora, Dobrável, Dupla Face, Aumento 10x, Iluminação Integrada, Portátil, Branco D7-Store","não aplicável, não aplicável",4537,B0DYCFVPPS,,"Espelho de Maquiagem LED com Base Organizadora, Dobrável, Dupla Face, Aumento 10x, Iluminação Integrada, Portátil, Branco D7-Store","não aplicável, não aplicável",1.0,singleton,
128,prod_b4182bff4b3c,amazon_br,Palmolive Sabonete Em Barra Naturals Hidratação Saudável 150G,palmolive,455,B07DFWW31R,150g,Palmolive Sabonete Em Barra Naturals Hidratação Saudável 150G,palmolive,1.0,singleton,
129,prod_8b7471f4ae0b,amazon_br,Klassis TX + TheraSkin Serum Clareador 30g,theraskin,17599,B07ML4KDZM,30g,Klassis TX + TheraSkin Serum Clareador 30g,theraskin,1.0,singleton,
347,prod_1b04f217730b,amazon_br,Protetor Solar Mineral FPS50 Quintal Dermocosméticos,quintal,13900,B0DFZFRF2D,,Protetor Solar Mineral FPS50 Quintal Dermocosméticos,quintal,1.0,singleton,
131,prod_e794a80eb109,amazon_br,Lux Sabonete Líquido Botanicals Orquídea Negra 650ml,lux(ラックス),,B0F6F3QCZY,650ml,Lux Sabonete Líquido Botanicals Orquídea Negra 650ml,lux(ラックス),1.0,singleton,
132,prod_91dfde1d6e00,amazon_br,Po Descolorante Amend Luxe Creations Blonde Care 300G,amend,4890,B0BNLYBZRM,300g,Po Descolorante Amend Luxe Creations Blonde Care 300G,amend,1.0,singleton,
133,prod_d30f79cf7fef,amazon_br,Condicionador Amend Luxe Creations Blonde Care 250ml,amend,5590,B09M678BDV,250ml,Condicionador Amend Luxe Creations Blonde Care 250ml,amend,1.0,singleton,
134,prod_95e815d1541b,amazon_br,Gel Secativo Mãos Toff Dry 60g + Potencializador Pegada Toff Grip,toff,12507,B0BHLXJRFV,60g,Gel Secativo Mãos Toff Dry 60g + Potencializador Pegada Toff Grip,toff,1.0,singleton,
135,prod_40f7c01f4189,amazon_br,Kit Shampoo + Condicionador + Leave-in Luxe Creations Blonde Care Amend,amend,15453,B0DX3PJFJB,,Kit Shampoo + Condicionador + Leave-in Luxe Creations Blonde Care Amend,amend,1.0,singleton,
214,prod_9a15f42d1c52,amazon_br,"CeraVe Creme Reparador para Olhos, com 3 Ceramidas Essenciais e Ácido Hialurônico, Hidrata e Restaura a Barreira Protetora, Reduz Olheiras e Bolsas, Sem Perfume e Não Comedogênico, 15g",cerave,9132,B00JJPMXDO,15g,"CeraVe Creme Reparador para Olhos, com 3 Ceramidas Essenciais e Ácido Hialurônico, Hidrata e Restaura a Barreira Protetora, Reduz Olheiras e Bolsas, Sem Perfume e Não Comedogênico, 15g",cerave,1.0,singleton,
136,prod_9e071a3a594a,amazon_br,Amend Máscara Regenerative Care Luxe Creations 250 G,amend,,B077C3R9X7,250g,Amend Máscara Regenerative Care Luxe Creations 250 G,amend,1.0,singleton,
137,prod_e1a864f0b77f,amazon_br,"BEAUTY FLOWER LUXE EDP 100ML, Mont'Anne Parfums",bizinn,,B089NJGKK4,100ml,"BEAUTY FLOWER LUXE EDP 100ML, Mont'Anne Parfums",bizinn,1.0,singleton,
138,prod_56ad4d4deaec,amazon_br,Hbl6000 2 Batom Satin Lip Luxe Ll20 Ruby Rose,ruby rose,,B0F3Q4XRK9,,Hbl6000 2 Batom Satin Lip Luxe Ll20 Ruby Rose,ruby rose,1.0,singleton,
139,prod_fa755791d050,amazon_br,Sabonete em barra Lux Botanicals Lavanda 85g,lux(ラックス),,B07GZRVDXV,85g,Sabonete em barra Lux Botanicals Lavanda 85g,lux(ラックス),1.0,singleton,
140,prod_c28aca23f1ef,amazon_br,Creme facial Age Barrier Advanced - Creme facial reparador e renovador - hidratante facial antienvelhecimento e reparo de barreira da pele,luminaskin,73813,B0D8F8F41T,,Creme facial Age Barrier Advanced - Creme facial reparador e renovador - hidratante facial antienvelhecimento e reparo de barreira da pele,luminaskin,1.0,singleton,
5010,prod_2994737431c2,amazon_br,"Translucent Powder, Kryolan",kryolan,11027,B006IV1A3G,,"Translucent Powder, Kryolan",kryolan,1.0,singleton,
141,prod_c9ca44276565,amazon_br,"Óleo corporal de fragrância essencial para bebês – Perfume de óleo de bebê unissex de luxo com perfume de pó de bebê de longa duração – cheiro suave para bebê, óleo de perfume sem cortes",romeriza inc.,19398,B0BG6819QX,,"Óleo corporal de fragrância essencial para bebês – Perfume de óleo de bebê unissex de luxo com perfume de pó de bebê de longa duração – cheiro suave para bebê, óleo de perfume sem cortes",romeriza inc.,1.0,singleton,
142,prod_2a2b47bf21a3,amazon_br,"Sabonete Líquido Essências do Brasil Vitória Régia Refil, Lux, 240 Ml, Cor: Multicolorido",lux(ラックス),,B09XF7RW9Q,240ml,"Sabonete Líquido Essências do Brasil Vitória Régia Refil, Lux, 240 Ml, Cor: Multicolorido",lux(ラックス),1.0,singleton,
143,prod_f47aea8bdcbd,amazon_br,Sérum Lightderme Eye 15g Ellementti,ellementti,17900,B0FK5MD3X8,15g,Sérum Lightderme Eye 15g Ellementti,ellementti,1.0,singleton,
144,prod_7320828c9153,amazon_br,Sabonete Liquido Lux 200ml Chá Branco M.Victoria,m. victoria perfume décor,11600,B0CKQ1QW3F,200ml,Sabonete Liquido Lux 200ml Chá Branco M.Victoria,m. victoria perfume décor,1.0,singleton,
154,prod_06349be70bd2,amazon_br,Presilha Para Cabelo 13 cm Grande Piranha Prendedor De Luxo Grampo (Marrom Café),jcbilu,1900,B0F9B1NPNX,,Presilha Para Cabelo 13 cm Grande Piranha Prendedor De Luxo Grampo (Marrom Café),jcbilu,1.0,singleton,
145,prod_50336bc687eb,amazon_br,Prateleira Multiuso Acrilico 2 Andares Organizadores Maquiagem Makes Quarto Banheiro Suporte Divisoria Transparente Acessorios Cosméticos Compacto Resistente Case Penteadeira Grande Premium Leve,genérico,4491,B0FQF7DQVD,,Prateleira Multiuso Acrilico 2 Andares Organizadores Maquiagem Makes Quarto Banheiro Suporte Divisoria Transparente Acessorios Cosméticos Compacto Resistente Case Penteadeira Grande Premium Leve,genérico,1.0,singleton,
146,prod_3fcfb99ec010,amazon_br,"Conjunto de 5 pincéis de maquiagem, macio, sem riscas, mistura perfeita, cerdas veganas de luxo premium, para líquido, creme ou pó, vegano, livre de crueldade (ouro café)",generic,5360,B0FQMDY7XV,,"Conjunto de 5 pincéis de maquiagem, macio, sem riscas, mistura perfeita, cerdas veganas de luxo premium, para líquido, creme ou pó, vegano, livre de crueldade (ouro café)",generic,1.0,singleton,
147,prod_b3c0730cf3f5,amazon_br,"Tanologist Gotas autobronzeadoras leves, sem riscos para bronzeamento corporal e facial, para hidratante e loção, bronzeador facial bronzeador natural, ingredientes para cuidados com a pele, frasco de",tanologist,39273,B07FKBLYRP,,"Tanologist Gotas autobronzeadoras leves, sem riscos para bronzeamento corporal e facial, para hidratante e loção, bronzeador facial bronzeador natural, ingredientes para cuidados com a pele, frasco de",tanologist,1.0,singleton,
148,prod_536fb6934062,amazon_br,Amend Máscara Regenerative Care Luxe Creations 250 G,amend,,B07KYTGM9M,250g,Amend Máscara Regenerative Care Luxe Creations 250 G,amend,1.0,singleton,
160,prod_be057d4ca44c,amazon_br,Cetaphil Loção Hidratante 473ml,cetaphil,6790,B079VPMXHF,473ml,Cetaphil Loção Hidratante 473ml,cetaphil,1.0,singleton,
149,prod_39dfc9ffd325,amazon_br,O.U.i Jardin de Grasse - Sabonete em Barra 190g,o.u.i,5294,B0B1VV41FF,190g,O.U.i Jardin de Grasse - Sabonete em Barra 190g,o.u.i,1.0,singleton,
150,prod_13682ac41860,amazon_br,"Generic Escova de barbear masculina artesanal, escova de barbear para salão de beleza, limpeza facial para barbeiro profissional, ferramentas de salão de, preto",generic,15529,B0CNXY3NJ9,,"Generic Escova de barbear masculina artesanal, escova de barbear para salão de beleza, limpeza facial para barbeiro profissional, ferramentas de salão de, preto",generic,1.0,singleton,
151,prod_b16a457a3302,amazon_br,Colour Me Gold by Milton-Lloyd for Men - 3 oz EDT Spray,colour me,22000,B00F992MV2,3oz,Colour Me Gold by Milton-Lloyd for Men - 3 oz EDT Spray,colour me,1.0,singleton,
152,prod_ac2646028f5b,amazon_br,Kit 5 Pares Tic Tac Tamanho Medio Luxo Metal Dourado,genérico,3999,B0F3HY49WD,,Kit 5 Pares Tic Tac Tamanho Medio Luxo Metal Dourado,genérico,1.0,singleton,
153,prod_a6f16ab483da,amazon_br,Arco Tiara de Cabelo Arco Iris Colorido Luxo - cor 04,genérico,4999,B0FL4SDV2Y,,Arco Tiara de Cabelo Arco Iris Colorido Luxo - cor 04,genérico,1.0,singleton,
189950,prod_5a2a039e0bf2,mercadolivre,Bt Blush Contour - Bruna Tavares - Contorno,Bruna Tavares,5690,,,Bt Blush Contour - Bruna Tavares - Contorno,Bruna Tavares,1.0,singleton,
155,prod_9d8974baddfc,amazon_br,"Kit de barbear de luxo para homens, conjunto de barbear 3 em 1 inclui escova de barbear, tigela de barbear, navalha e suporte de escova",jequil&corenveo,19881,B08GYCBSP1,,"Kit de barbear de luxo para homens, conjunto de barbear 3 em 1 inclui escova de barbear, tigela de barbear, navalha e suporte de escova",jequil&corenveo,1.0,singleton,
156,prod_6052521b7625,amazon_br,"harayaa Escova de barbear com cabo de bambu, presente profissional para ele, pai, homens, namorado, portátil, creme de barbear, escova de sabão",harayaa,13138,B0CRBDWVJR,,"harayaa Escova de barbear com cabo de bambu, presente profissional para ele, pai, homens, namorado, portátil, creme de barbear, escova de sabão",harayaa,1.0,singleton,
